Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
The Cinnamon Kitchen,1,Gurgaon,Golf Course Road,77.0974101,28.4370522,"North Indian, Chinese",600,0,0,0,2,3.4,50
Dudleys,1,Gurgaon,Golf Course Road,77.102108,28.441123,"American, Continental, Burger",1000,0,1,0,3,4.6,150
56 Ristorante Italiano,1,Gurgaon,Golf Course Road,77.1019957,28.4400925,Italian,2200,1,1,0,4,3.7,416
All Time Cafe,1,Gurgaon,Golf Course Road,77.1039229,28.4393747,"North Indian, Chinese, Thai",500,0,0,0,2,3.6,32
Baba's,1,Gurgaon,Golf Course Road,77.1042012,28.434018,"North Indian, Mughlai",900,0,1,0,2,3.6,110
Chilli Indiana,1,Gurgaon,Golf Course Road,77.1032552,28.4396385,Italian,500,0,0,0,2,3.8,74
Go Kylin,1,Gurgaon,Golf Course Road,77.09865443,28.43823059,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",1500,0,1,0,3,3.5,81
Just for Chai,1,Gurgaon,Golf Course Road,77.1025313,28.4411247,Cafe,450,0,0,0,1,3.5,116
Kabab Mistri,1,Gurgaon,Golf Course Road,77.1004268,28.4372138,"North Indian, Mughlai, Biryani",550,0,1,0,2,3.6,36
Nashta,1,Gurgaon,Golf Course Road,77.10256,28.441297,"Healthy Food, Continental",700,0,0,0,2,3.7,224
Nooba,1,Gurgaon,Golf Course Road,77.0987588,28.4461485,Chinese,1500,0,0,0,3,3.6,148
Side Wok,1,Gurgaon,Golf Course Road,77.0971853,28.4549192,"Burmese, Chinese, Japanese, Malaysian, Thai",2000,1,1,0,4,3.9,280
Takamaka,1,Gurgaon,Golf Course Road,77.1015446,28.4451163,"North Indian, Continental, Italian",1700,1,0,0,3,3.9,67
The Ark,1,Gurgaon,Golf Course Road,77.105038,28.4218116,"Seafood, Mediterranean",2000,1,0,0,4,3.7,45
The Gathering Hut,1,Gurgaon,Golf Course Road,77.0974101,28.4545373,"North Indian, Chinese",700,0,1,0,2,3.5,27
Wangchuk's Ladakhi Kitchen,1,Gurgaon,Golf Course Road,77.0940831,28.4663219,"Tibetan, Nepalese",850,0,1,0,2,3.6,241
Daawat-e-Kashmir,1,Gurgaon,Golf Course Road,77.109638,28.4247729,"Kashmiri, Mughlai",1200,0,1,0,3,4.2,146
La Pino'z Pizza,1,Gurgaon,Golf Course Road,77.10288294,28.43849033,"Pizza, Mexican, Chinese, Italian",1000,1,1,0,3,4.0,259
The Diet Kitchen,1,Gurgaon,Golf Course Road,77.0956926,28.4604777,"Continental, Healthy Food",700,0,1,0,2,4.0,20
Om Sweets & Snacks,1,Gurgaon,"Hong Kong Bazaar Mall, Sector 57, Gurgaon",77.0904863,28.4211432,"North Indian, South Indian, Street Food, Mithai",500,0,1,0,2,3.1,138
Subway,1,Gurgaon,"Hong Kong Bazaar Mall, Sector 57, Gurgaon",77.0906308,28.4210196,"American, Fast Food, Salad, Healthy Food",500,0,1,0,2,2.8,101
Taste of Tamil Nadu,1,Gurgaon,"Hong Kong Bazaar Mall, Sector 57, Gurgaon",77.0904863,28.4208742,"South Indian, Chinese, North Indian",400,0,0,0,1,3.1,94
The Bridge - Hotel Clark Inn Gurgaon,1,Gurgaon,"Hotel Clark Inn, Sector 15",77.033939,28.4576098,"North Indian, Chinese",1400,1,0,0,3,2.8,7
Gardenia - Hotel Grenville,1,Gurgaon,"Hotel Grenville, MG Road",77.0386607,28.4655997,"North Indian, Continental, Chinese",1500,1,0,0,3,2.8,15
Armory - Hotel Haut.Monde,1,Gurgaon,"Hotel Haute.Monde, Sector 15",77.0382289,28.4553886,Finger Food,1000,1,0,0,3,2.9,6
Citron - Hotel Haut.Monde,1,Gurgaon,"Hotel Haute.Monde, Sector 15",77.0382176,28.4553962,"North Indian, Chinese, Continental",1300,1,0,0,3,2.7,13
Gabbar Meals,1,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",77.0726806,28.459424,"North Indian, Mughlai",450,0,1,0,1,3.4,260
McDonald's,1,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",77.0727706,28.4594327,"Fast Food, Burger",500,0,1,0,2,2.7,90
Crust Bistro,1,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",77.07272552,28.45938349,"Italian, Pizza",800,0,1,0,2,3.6,144
Dunkin' Donuts,1,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",77.0727706,28.4594327,"Burger, Desserts, Fast Food",600,0,1,0,2,3.6,243
Kabab Roll Cafe,1,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",77.0727256,28.4593835,"North Indian, Mughlai",600,0,1,0,2,3.8,121
Starbucks,1,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",77.0725008,28.4588688,Cafe,700,0,0,0,2,3.8,183
Eggers Madhouse,1,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",77.0726806,28.459424,Fast Food,500,0,1,0,2,4.0,647
Gallery Caf�� - Hyatt Place,1,Gurgaon,Hyatt Place Gurgaon,77.065948,28.5008981,Cafe,1500,1,0,0,3,3.8,73
Spice It - Hotel IBIS,1,Gurgaon,"IBIS Hotel, Golf Course Road",77.0993934,28.4470228,"Fast Food, North Indian, Chinese",1000,1,0,0,3,2.7,96
Nukkadwala,1,Gurgaon,"JMD Megapolis Mall, Sohna Road",77.038187,28.419985,"Fast Food, Street Food",300,0,1,0,1,3.4,41
Power Play Resto Bar,1,Gurgaon,"JMD Regent Arcade Mall, MG Road",77.088553,28.4797315,"North Indian, American, Italian",1850,1,0,0,3,2.8,91
Daikichi,1,Gurgaon,"JMD Regent Arcade Mall, MG Road",77.0886879,28.4797893,Japanese,1000,1,0,0,3,3.6,70
The Atrium - By Jukaso It Suites,1,Gurgaon,"Jukaso It Suites, Sector 14",77.0536264,28.4725545,"Asian, Bakery",1500,1,0,0,3,2.8,21
Delhi - Kingdom of Dreams,1,Gurgaon,"Kingdom of Dreams, Sector 29",77.0679481,28.4679413,Street Food,500,0,0,0,2,3.7,364
Lucknow - Kingdom of Dreams,1,Gurgaon,"Kingdom of Dreams, Sector 29",77.0683484,28.4684937,Lucknowi,1000,0,0,0,3,3.7,179
Longitude 77��03' Bar - Le Meridien Gurgaon,1,Gurgaon,"Le Meridien Gurgaon, MG Road",77.1081995,28.4805868,Finger Food,1600,1,0,0,3,3.4,23
I-Kandy - Le Meridien Gurgaon,1,Gurgaon,"Le Meridien Gurgaon, MG Road",77.1087266,28.481264,Finger Food,4500,1,0,0,4,3.6,218
Bella Cucina - Le Meridien Gurgaon,1,Gurgaon,"Le Meridien Gurgaon, MG Road",77.1087258,28.4812481,Italian,4000,1,0,0,4,4.1,38
Bar Code - Leisure Inn,1,Gurgaon,"Leisure Inn, Sector 14, Gurgaon",77.0395172,28.4705263,Finger Food,1900,1,0,0,3,3.0,6
Bites - Leisure Inn,1,Gurgaon,"Leisure Inn, Sector 14, Gurgaon",77.0395353,28.4705061,"North Indian, Continental, Asian",1400,1,0,0,3,3.0,19
Outback Bar and Grill - Leisure Inn,1,Gurgaon,"Leisure Inn, Sector 14, Gurgaon",77.0396702,28.4704989,"North Indian, Finger Food",1200,1,0,0,3,3.0,10
Citrus Cafe - Lemon Tree Premier,1,Gurgaon,"Lemon Tree Premier, Sector 29",77.0648668,28.4676295,"North Indian, Continental, Chinese",2000,1,0,0,4,3.2,137
Ammu's South Indian Restaurant,1,Gurgaon,MG Road,77.0809099,28.4734916,South Indian,300,0,0,0,1,2.8,45
Barista,1,Gurgaon,MG Road,77.1023726,28.4805404,Cafe,650,0,0,0,2,3.3,22
Bengali By Nature,1,Gurgaon,MG Road,77.0827529,28.4766191,"Fast Food, Chinese, Bengali",400,0,1,0,1,3.3,38
Burger Planet,1,Gurgaon,MG Road,77.085001,28.4771042,"North Indian, Chinese, Fast Food",300,0,1,0,1,3.2,21
Cafe Coffee Day,1,Gurgaon,MG Road,77.0802349,28.4797836,Cafe,450,0,0,0,1,3.1,20
Chini Bowl,1,Gurgaon,MG Road,77.0761927,28.476072,"Chinese, Thai, Japanese, Tibetan",800,0,0,0,2,2.8,15
E Yum,1,Gurgaon,MG Road,77.10031841,28.47773187,"Continental, Italian, Mexican",750,0,1,1,2,3.4,69
Handi X-Press,1,Gurgaon,MG Road,77.0828835,28.4761607,"North Indian, Chinese, Mughlai",550,0,1,0,2,3.2,75
Ion Club & Dining Lounge,1,Gurgaon,MG Road,77.088598,28.479691,"Continental, North Indian, Mughlai, Chinese",1800,1,0,0,3,2.6,115
Komachi,1,Gurgaon,MG Road,77.0731066,28.4776351,Japanese,1200,1,0,0,3,3.2,39
Mehfil-e-Handi,1,Gurgaon,MG Road,77.0829327,28.4760986,"North Indian, Chinese, Mughlai",400,0,0,0,1,2.8,36
Mezbaan's,1,Gurgaon,MG Road,77.0823932,28.4757777,"North Indian, Mughlai, Chinese",600,0,0,0,2,2.7,61
Mini Mahal Delux,1,Gurgaon,MG Road,77.0805946,28.4787425,"North Indian, Chinese",1200,1,0,0,3,2.8,23
Pita Pan,1,Gurgaon,MG Road,77.0803248,28.4805094,"Arabian, Lebanese",600,0,1,0,2,3.1,82
SBar Club & Lounge,1,Gurgaon,MG Road,77.0902166,28.4796672,Finger Food,2200,1,0,0,4,3.1,13
China Club,1,Gurgaon,MG Road,77.1020369,28.4800544,"Chinese, Asian",2000,0,0,0,4,3.8,283
Coriander Leaf,1,Gurgaon,MG Road,77.0811126,28.4775699,"Mughlai, Pakistani, North Indian",1600,1,1,0,3,3.8,665
Doughlicious,1,Gurgaon,MG Road,77.1026087,28.4806694,"Bakery, Desserts, Fast Food",550,0,1,0,2,3.6,69
FreshMenu,1,Gurgaon,MG Road,77.0820362,28.4800592,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,0,1,0,2,3.7,198
L'Angoor,1,Gurgaon,MG Road,77.1020768,28.4806041,"American, Seafood, Italian, Japanese, Thai",2500,1,0,0,4,3.5,57
The Cakelicious Factory,1,Gurgaon,MG Road,77.0963632,28.4821819,"Bakery, Desserts, Fast Food",200,0,1,0,1,3.6,43
Green's,1,Gurgaon,MG Road,77.0824381,28.4757372,"Chinese, North Indian, South Indian, Street Food",350,0,1,0,1,2.3,31
New Zaika,1,Gurgaon,MG Road,77.0692631,28.477294,"North Indian, Chinese",600,0,0,0,2,2.4,35
Love Is Cakes,1,Gurgaon,MG Road,77.0935886,28.4726847,Bakery,600,0,1,0,2,4.1,246
Costa Coffee,1,Gurgaon,"MGF Mega City Mall, MG Road",77.0894073,28.4798584,Cafe,600,0,0,0,2,3.3,31
Uforia,1,Gurgaon,"MGF Mega City Mall, MG Road",77.0892274,28.4798411,"Continental, Asian, North Indian, Italian",1500,1,0,0,3,3.5,240
Vapour Pub & Brewery,1,Gurgaon,"MGF Mega City Mall, MG Road",77.0892792,28.4798031,"Finger Food, Continental, North Indian, Italian, Chinese",1500,0,0,0,3,3.7,1902
Pirates of Grill,1,Gurgaon,"MGF Mega City Mall, MG Road",77.0893563,28.4799415,"North Indian, Continental, Mughlai, Asian",2000,1,0,0,4,4.1,2806
Barista Creme Lavazza,1,Gurgaon,"MGF Metropolis Mall, MG Road",77.0823932,28.4785568,Cafe,650,0,0,0,2,3.2,13
Frozen Adda,1,Gurgaon,"MGF Metropolis Mall, MG Road",77.0816737,28.4784876,"Ice Cream, Desserts",350,0,0,0,1,3.0,5
McDonald's,1,Gurgaon,"MGF Metropolis Mall, MG Road",77.0818967,28.479447,"Fast Food, Burger",500,0,0,0,2,3.2,68
Mr Idli Xpress,1,Gurgaon,"MGF Metropolis Mall, MG Road",77.0817187,28.4792539,"South Indian, Chinese",450,0,0,0,1,2.6,120
bu��no,1,Gurgaon,"MGF Metropolis Mall, MG Road",77.0816737,28.478398,"Cafe, American, Desserts, Italian, Bakery",650,0,1,0,2,3.7,18
Starbucks,1,Gurgaon,"MGF Metropolis Mall, MG Road",77.0818667,28.4791426,Cafe,700,0,0,0,2,3.5,66
Al Kabab,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0803248,28.4803301,"North Indian, Mughlai",800,0,1,0,2,2.7,67
Bangkok 1,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802124,28.4802521,Thai,550,0,0,0,2,3.3,40
Barista,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0800708,28.4809987,Cafe,650,0,1,0,2,3.4,39
Cafe Cravings,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802574,28.481108,"Cafe, Italian",600,0,0,0,2,3.4,19
Hello Sichuan,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802215,28.4806523,Chinese,750,0,0,0,2,2.9,42
McDonald's,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0800417,28.4803729,"Fast Food, Burger",500,0,1,0,2,3.4,234
Rajasthali,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802124,28.4808348,"Gujarati, Rajasthani",750,1,0,0,2,2.9,501
Street Foods by Punjab Grill,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0803248,28.4803301,"Street Food, North Indian",700,0,1,0,2,2.6,61
Subway,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802124,28.4804762,"American, Fast Food, Salad, Healthy Food",500,0,1,0,2,3.3,81
Tibb's Frankie,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801851,28.4803207,Fast Food,350,0,0,0,1,3.4,118
Tunday Kababi Dastarkhwan-e-Awadh,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.08040039,28.48028198,"Mughlai, North Indian",700,0,0,0,2,3.1,13
Dunkin' Donuts,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802349,28.4807697,"Burger, Desserts, Fast Food",600,0,1,0,2,3.7,26
Haldiram's,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802798,28.4807292,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,0,0,0,2,3.6,185
Keventers,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802349,28.4807697,Beverages,400,0,0,0,1,3.6,27
Khaaja Chowk,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801711,28.4805322,"North Indian, Mughlai, South Indian, Rajasthani, Street Food",1000,1,1,0,3,3.6,496
Phantom,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802349,28.4808594,"North Indian, Continental, Chinese",1500,1,0,0,3,3.5,55
Sage,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801226,28.4805204,"Pizza, Italian",900,0,0,0,2,3.5,205
TGI Friday's,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801187,28.4810064,"American, Tex-Mex",2500,1,1,0,4,3.7,730
The Belgian Fries Company,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801674,28.4802478,"European, American, Street Food",400,0,1,0,1,3.7,31
The Grills King,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0803727,28.4808767,"North Indian, Chinese, Continental",1400,1,0,0,3,3.8,468
Chicago Pizza,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.080144,28.4803174,Pizza,600,0,0,0,2,2.3,29
Suburbia - The Empire,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802349,28.4811283,"Continental, European, North Indian",1800,1,0,0,3,2.1,90
Viva Hyderabad,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802124,28.4803866,"Biryani, North Indian",600,0,1,0,2,2.3,34
Queens Caf��,1,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801793,28.4805091,"Cafe, North Indian",900,1,0,0,2,4.0,62
Cafe Coffee Day,1,Gurgaon,"Ninex City Mart Mall, Sohna Road",77.0412894,28.4166832,Cafe,450,0,0,0,1,3.3,34
FOA - The Flavours of Arabia,1,Gurgaon,"Ninex City Mart Mall, Sohna Road",77.0413756,28.4167026,"Lebanese, North Indian",1500,1,1,0,3,3.4,165
A1,1,Gurgaon,Old Railway Road,77.0204947,28.4669375,Biryani,200,0,0,0,1,3.0,4
Apni Rasoi,1,Gurgaon,Old Railway Road,77.0129534,28.4841816,North Indian,400,0,0,0,1,2.9,4
DBDN Deena Meat Vala,1,Gurgaon,Old Railway Road,77.026849,28.4569872,North Indian,500,0,0,0,2,3.2,5
Deep Chicken Corner,1,Gurgaon,Old Railway Road,77.0206596,28.4667157,North Indian,500,0,0,0,2,3.2,18
Dilli Rasoi,1,Gurgaon,Old Railway Road,77.0203953,28.4667607,"North Indian, Mughlai, Chinese",700,0,0,0,2,3.2,31
French Omelette,1,Gurgaon,Old Railway Road,77.0204174,28.4668549,Fast Food,100,0,0,0,1,3.2,7
Green Chick Chop,1,Gurgaon,Old Railway Road,77.0189174,28.4709408,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,2.9,5
Hangout Cafe,1,Gurgaon,Old Railway Road,77.0196893,28.4653555,"Fast Food, Chinese",200,0,1,0,1,3.4,27
Hari Om Rasoi,1,Gurgaon,Old Railway Road,77.0178663,28.4603933,North Indian,400,0,0,0,1,3.2,28
Harish Phulwari,1,Gurgaon,Old Railway Road,77.0274904,28.4580309,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,0,0,0,2,3.1,4
Hotel Rajvanshi Restaurant,1,Gurgaon,Old Railway Road,77.022202,28.4645876,"North Indian, Chinese",600,0,0,0,2,3.3,25
Jagdish Vaishno Dhaba,1,Gurgaon,Old Railway Road,77.0181934,28.473084,North Indian,150,0,0,0,1,3.1,12
JVR Jayka,1,Gurgaon,Old Railway Road,77.0182331,28.4730183,North Indian,200,0,0,0,1,2.9,5
Kaza,1,Gurgaon,Old Railway Road,77.0136942,28.4823394,"North Indian, Mughlai, South Indian, Chinese",1000,1,0,0,3,3.1,25
Knight Delight Kafe,1,Gurgaon,Old Railway Road,77.0141435,28.4810609,"Fast Food, Chinese",500,0,1,0,2,2.6,12
Ko Jitters,1,Gurgaon,Old Railway Road,77.0166864,28.4678506,"Fast Food, Beverages",450,0,0,0,1,3.0,6
Laajawab Chaap Express,1,Gurgaon,Old Railway Road,77.0175175,28.4674068,North Indian,250,0,0,0,1,3.1,17
Laddu Gopal,1,Gurgaon,Old Railway Road,77.0193016,28.4713437,"North Indian, South Indian, Chinese",400,0,0,0,1,3.0,13
Mini's Royal Cafe,1,Gurgaon,Old Railway Road,77.0136441,28.4670202,"North Indian, Chinese",500,0,0,0,2,3.3,21
Pakwan,1,Gurgaon,Old Railway Road,77.0189082,28.4712555,"North Indian, Chinese",400,0,1,0,1,3.4,60
Patiala,1,Gurgaon,Old Railway Road,77.0204469,28.4667702,"Mughlai, Chinese",600,0,0,0,2,3.4,33
Pind Balluchi,1,Gurgaon,Old Railway Road,77.0221359,28.4639996,"North Indian, Mughlai",800,0,1,0,2,2.7,11
Pizza Man,1,Gurgaon,Old Railway Road,77.0186408,28.4721483,"Pizza, Fast Food",400,0,0,0,1,2.9,8
Punjabi Dhani,1,Gurgaon,Old Railway Road,77.0193636,28.470213,North Indian,700,0,0,0,2,3.2,25
Raju Halwai,1,Gurgaon,Old Railway Road,77.0179074,28.4603566,North Indian,450,0,0,0,1,3.1,7
Rupa Tikki Wala And Caterers,1,Gurgaon,Old Railway Road,77.023212,28.4626082,Street Food,150,0,0,0,1,2.8,4
Samrat The Cake Shoppe,1,Gurgaon,Old Railway Road,77.0259078,28.4597556,"Bakery, Desserts, Fast Food",150,0,0,0,1,3.0,11
Samrat,1,Gurgaon,Old Railway Road,77.0259899,28.4598188,"Bakery, Mithai, Fast Food",400,0,0,0,1,2.9,10
Sanjha Chula,1,Gurgaon,Old Railway Road,77.0200512,28.4570545,North Indian,700,0,0,0,2,3.0,6
Silver Crown,1,Gurgaon,Old Railway Road,77.0191832,28.4669487,"North Indian, Chinese, Street Food, Fast Food",500,0,1,0,2,2.5,12
Super Bakery,1,Gurgaon,Old Railway Road,77.0247842,28.4609586,"Bakery, Fast Food, Chinese",250,0,0,0,1,3.3,26
The Chic,1,Gurgaon,Old Railway Road,77.0187625,28.470938,Fast Food,200,0,0,0,1,3.0,15
Unique Bus Wales,1,Gurgaon,Old Railway Road,77.0175382,28.467287,Chinese,200,0,0,0,1,2.8,16
Dilli 6 Express,1,Gurgaon,Old Railway Road,77.0203817,28.4667732,"North Indian, Mughlai",550,0,0,0,2,3.5,31
Mangle Di Kulfi,1,Gurgaon,Old Railway Road,77.0168909,28.4655014,"Ice Cream, Desserts",100,0,0,0,1,3.6,18
The Oven Artist,1,Gurgaon,Old Railway Road,77.0157175,28.4652054,Bakery,800,0,0,0,2,3.5,25
Pizza Hut Delivery,1,Gurgaon,"Omaxe Celebration Mall, Sohna Road, Gurgaon",77.0432685,28.4109555,"Italian, Pizza, Fast Food",800,0,1,0,2,2.2,93
Hot Cherries,1,Gurgaon,Omaxe Gurgaon Mall,77.0433584,28.4106951,Bakery,400,0,0,0,1,3.6,84
Domino's Pizza,1,Gurgaon,Omaxe Gurgaon Mall,77.0431785,28.4113952,"Pizza, Fast Food",700,0,0,0,2,2.4,112
Coldpress Company,1,Gurgaon,Omaxe Gurgaon Mall,77.0435383,28.4105331,"Healthy Food, Juices, Salad, Italian, Continental",500,0,1,0,2,4.1,74
Hahn's Kitchen,1,Gurgaon,"One Horizon Center, Golf Course Road",77.09791951,28.45112282,Korean,1800,0,0,0,3,3.2,12
Shree Rathnam,1,Gurgaon,"One Horizon Center, Golf Course Road",77.0974101,28.4511301,"South Indian, North Indian",800,1,1,0,2,3.4,36
Caffe Tonino,1,Gurgaon,"One Horizon Center, Golf Course Road",77.0974101,28.4511301,"Italian, Pizza, Cafe",1400,0,1,0,3,3.8,101
Carl's Jr.,1,Gurgaon,"One Horizon Center, Golf Course Road",77.0971403,28.4508352,"Burger, American, Fast Food",650,0,1,0,2,3.5,45
Delhi Club House,1,Gurgaon,"One Horizon Center, Golf Course Road",77.0968183,28.4514834,"North Indian, Continental, Asian",1700,0,0,0,3,3.9,81
GoGourmet,1,Gurgaon,"One Horizon Center, Golf Course Road",77.0975899,28.4511473,"Healthy Food, Beverages",600,0,1,0,2,3.7,33
Shophouse by Kylin,1,Gurgaon,"One Horizon Center, Golf Course Road",77.0972691,28.4506618,"Japanese, Chinese, Thai",1500,1,0,0,3,3.5,37
Starbucks,1,Gurgaon,"One Horizon Center, Golf Course Road",77.09822863,28.45109776,Cafe,700,0,0,0,2,3.5,16
Baskin Robbins,1,Gurgaon,Palam Vihar,77.0378999,28.5125527,Ice Cream,300,0,0,0,1,3.1,14
Bikaner Sweets & Restaurant,1,Gurgaon,Palam Vihar,77.0352809,28.5145359,"Street Food, North Indian, Mithai",350,0,0,0,1,3.1,9
Burger Bites & More,1,Gurgaon,Palam Vihar,77.0203837,28.4939088,"Fast Food, Chinese",450,0,0,0,1,2.9,19
Caf�� Gramophone,1,Gurgaon,Palam Vihar,77.0210472,28.496845,"Cafe, Fast Food",700,0,0,0,2,3.2,15
Chawla Bakers,1,Gurgaon,Palam Vihar,77.030404,28.502947,"Bakery, Street Food",200,0,0,0,1,3.2,18
Crust N Cakes,1,Gurgaon,Palam Vihar,77.0362376,28.5037904,Bakery,550,0,1,0,2,3.2,6
Darjeeling Kanchanjanga Momos,1,Gurgaon,Palam Vihar,77.0409296,28.5118498,"Chinese, Fast Food",200,0,0,0,1,2.9,4
Desserts 83,1,Gurgaon,Palam Vihar,77.0436219,28.5216917,Desserts,200,0,0,0,1,3.2,10
Express Kitchen,1,Gurgaon,Palam Vihar,0.0,0.0,"North Indian, Chinese",600,0,0,0,2,2.9,4
Giani's,1,Gurgaon,Palam Vihar,77.0347314,28.5150103,"Ice Cream, Desserts",400,0,0,0,1,3.1,24
Hangover,1,Gurgaon,Palam Vihar,77.0199219,28.4865257,"North Indian, Chinese",800,1,0,0,2,2.7,11
Sangam Sweets,1,Gurgaon,Palam Vihar,77.0373642,28.5176801,"Street Food, Mithai, South Indian, North Indian, Chinese",250,0,1,0,1,2.5,9
Shree Bikaner Misthan Bhandar,1,Gurgaon,Palam Vihar,77.0302241,28.5029296,"Mithai, Street Food, Chinese",300,0,0,0,1,3.0,4
Shree Shyam Rasoi,1,Gurgaon,Palam Vihar,77.0336712,28.5034359,North Indian,350,0,0,0,1,3.1,12
Swad On Grill,1,Gurgaon,Palam Vihar,77.037902,28.5125468,"Continental, Chinese, North Indian, Mughlai",400,0,0,0,1,3.1,17
The Pepper's,1,Gurgaon,Palam Vihar,77.0394717,28.5119564,"North Indian, Mughlai, Chinese",250,0,0,0,1,3.0,5
Cafe 55 - Park Inn,1,Gurgaon,"Park Inn, Sector 15, Gurgaon",77.0318264,28.4590795,"Continental, North Indian, Chinese",1500,1,0,0,3,3.2,13
New Town Lounge & Bar - Park Plaza,1,Gurgaon,"Park Plaza, Sushant Lok",77.0756484,28.4592611,"Continental, Finger Food",3000,1,0,0,4,3.4,20
New Town Pastry Shop - Park Plaza,1,Gurgaon,"Park Plaza, Sushant Lok",77.0757697,28.4592519,"Bakery, Desserts",1200,0,0,0,3,3.2,26
New Town Cafe - Park Plaza,1,Gurgaon,"Park Plaza, Sushant Lok",77.0757094,28.4592449,"Continental, American, North Indian, Chinese",2200,1,0,0,4,3.7,176
The Great Kabab Factory - Park Plaza,1,Gurgaon,"Park Plaza, Sushant Lok",77.075722,28.4592314,"North Indian, Mughlai",3000,1,0,0,4,3.7,340
K2 Restaurant,1,Gurgaon,"Plaza Mall, MG Road",77.0730853,28.4777065,"Korean, Chinese",2000,1,0,0,4,3.0,21
Angels in my Kitchen,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1019957,28.4722814,"Bakery, Desserts, Fast Food",350,0,1,0,1,3.1,84
Barista,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1022778,28.4715146,Cafe,650,0,0,0,2,3.3,41
Cafe Coffee Day,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1017259,28.4718072,Cafe,450,0,0,0,1,2.8,18
Cafe Naklee,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1021755,28.4720297,Cafe,400,0,0,0,1,3.2,10
Chacha's Take Away,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1020406,28.4718823,"North Indian, Mughlai",700,0,1,0,2,2.8,16
Colonel's Kababz,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1018865,28.4725209,"North Indian, Mughlai",900,1,1,0,2,3.0,61
Domino's Pizza,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1024452,28.4719659,"Pizza, Fast Food",700,0,0,0,2,2.8,70
Green Chick Chop,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1022654,28.472128,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,2.8,16
Naushi's Kitchenette,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.10254565,28.47211841,"Bakery, Beverages",500,0,0,0,2,3.4,57
Sapra Pastry Treat,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1022654,28.4720383,"Bakery, Fast Food",250,0,1,0,1,3.0,33
Subway,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1024003,28.4715582,"American, Fast Food, Salad, Healthy Food",500,0,1,0,2,3.2,92
Sunny Sweets,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1017259,28.4715383,"Mithai, Street Food",200,0,0,0,1,3.3,22
The Healthy Rasoi,1,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1018159,28.4713676,"Healthy Food, North Indian, Beverages",500,0,0,0,2,3.7,25
Burger King,1,Gurgaon,"Raheja Mall, Sohna Road",77.0392029,28.4237354,"Burger, Fast Food",500,0,1,0,2,3.0,71
